,Unnamed: 0,index,Title,Director,Cast,Genre,comb
1383,1383,1383,Black & White,Subhash Ghai,"Anil Kapoor, Anurag Sinha, Shefali Chhaya, Aditi Sharma, Anurag Singh","Social, Drama, History",Subhash Ghai Social Drama History Anil Kapoor Anurag Sinha Shefali Chhaya Aditi Sharma Anurag Singh Black  White
1384,1384,1384,Race,Abbas Mustan,"Saif Ali Khan, Akshaye Khanna, Katrina Kaif, Bipasha Basu, Anil Kapoor, Sameera Reddy","Crime, Thriller",Abbas Mustan Crime Thriller Saif Ali Khan Akshaye Khanna Katrina Kaif Bipasha Basu Anil Kapoor Sameera Reddy Race
1385,1385,1385,One Two Three,Ashwani Dheer,"Tusshar Kapoor, Paresh Rawal, Suniel Shetty, Esha Deol, Sameera Reddy, Upen Patel, Neetu Chandra, Tanisha","Comedy, Drama",Ashwani Dheer Comedy Drama Tusshar Kapoor Paresh Rawal Suniel Shetty Esha Deol Sameera Reddy Upen Patel Neetu Chandra Tanisha One Two Three
1386,1386,1386,Shaurya,Samar Khan,"Rahul Bose, Minissha Lamba, Javed Jaffrey, Kay Kay Menon, Amrita Rao",Drama,Samar Khan Drama Rahul Bose Minissha Lamba Javed Jaffrey Kay Kay Menon Amrita Rao Shaurya
1387,1387,1387,Krazzy 4,Jaideep Sen,"Juhi Chawla, Arshad Warsi, Irrfan Khan, Suresh Menon, Rajpal Yadav, Dia Mirza",Comedy,Jaideep Sen Comedy Juhi Chawla Arshad Warsi Irrfan Khan Suresh Menon Rajpal Yadav Dia Mirza Krazzy 4
1388,1388,1388,U Me Aur Hum,Ajay Devgn,"Ajay Devgn, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, Divya Dutta",Romance,Ajay Devgn Romance Ajay Devgn Kajol Karan Khanna Isha Sharvani Sumeet Raghavan Divya Dutta U Me Aur Hum
1389,1389,1389,Pehli Nazar Ka Pyaar,Arshad Khan,"Arbaaz Ali Khan, Vikas Anand, Rahul, Dinesh Hingoo, Tej Sapru",Romance,Arshad Khan Romance Arbaaz Ali Khan Vikas Anand Rahul Dinesh Hingoo Tej Sapru Pehli Nazar Ka Pyaar
1390,1390,1390,Sirf,Rajaatesh Nayar,"Kay Kay Menon, Manisha Koirala, Ranvir Shorey, Sonali Kulkarni","Drama, Romance",Rajaatesh Nayar Drama Romance Kay Kay Menon Manisha Koirala Ranvir Shorey Sonali Kulkarni Sirf
1391,1391,1391,Tashan,Vijay Krishna Acharya,"Anil Kapoor, Akshay Kumar, Saif Ali Khan, Kareena Kapoor","action, Romance",Vijay Krishna Acharya action Romance Anil Kapoor Akshay Kumar Saif Ali Khan Kareena Kapoor Tashan
1392,1392,1392,Mr. Black Mr. White,Deepak Shivdasani,"Sunil Shetty, Arshad Warsi",Comedy,Deepak Shivdasani Comedy Sunil Shetty Arshad Warsi Mr Black Mr White
1393,1393,1393,Anamika,Anant Mahadevan,"Dino Morea, Minissha Lamba, Koena Mitra, Aarti Chabria, Gulshan Grover",Thriller,Anant Mahadevan Thriller Dino Morea Minissha Lamba Koena Mitra Aarti Chabria Gulshan Grover Anamika
1394,1394,1394,Jimmy,Raj N. Sippy,"Mimoh Chakraborty, Rati Agnihotri, Vikas Anand","Drama, action, Crime, Thriller, Romance",Raj N Sippy Drama action Crime Thriller Romance Mimoh Chakraborty Rati Agnihotri Vikas Anand Jimmy
1395,1395,1395,Bhoothnath,Vivek Sharma,"Amitabh Bachchan, Juhi Chawla, Shahrukh Khan, Aman Siddiqui, Priyanshu Chatterjee, Rajpal Yadav, Satish Shah, Aashish Chaudhary, Nauheed Cyrusi","Comedy, Drama, Fantasy",Vivek Sharma Comedy Drama Fantasy Amitabh Bachchan Juhi Chawla Shahrukh Khan Aman Siddiqui Priyanshu Chatterjee Rajpal Yadav Satish Shah Aashish Chaudhary Nauheed Cyrusi Bhoothnath
1396,1396,1396,Jannat,Kunal Deshmukh,"Emraan Hashmi, Sonal Chauhan, Sameer Kochhar, Javed Shaikh","Drama, Romance",Kunal Deshmukh Drama Romance Emraan Hashmi Sonal Chauhan Sameer Kochhar Javed Shaikh Jannat
1397,1397,1397,Don Muthu Swami,Ashim Samanta,"Hrishita Bhatt, Mithun Chakraborty, Shakti Kapoor, Rohit Roy",Comedy,Ashim Samanta Comedy Hrishita Bhatt Mithun Chakraborty Shakti Kapoor Rohit Roy Don Muthu Swami
1398,1398,1398,Woodstock Villa,Hansal Mehta,"Sikandar Kher, Neha Oberoi Arbaaz Khan, Shakti Kapoor, Gulshan Grover, Sachin Khedekar, Boman Irani, Anupama Verma",Thriller,Hansal Mehta Thriller Sikandar Kher Neha Oberoi Arbaaz Khan Shakti Kapoor Gulshan Grover Sachin Khedekar Boman Irani Anupama Verma Woodstock Villa
1399,1399,1399,Aamir,Rajkumar Gupta,Rajeev Khandelwal,"Drama, Thriller",Rajkumar Gupta Drama Thriller Rajeev Khandelwal Aamir
1400,1400,1400,Sarkar Raj,Ram Gopal Verma,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Supriya Pathak, Tanisha Mukherjee, Ravi Kale","action, Crime, Drama, Thriller",Ram Gopal Verma action Crime Drama Thriller Amitabh Bachchan Abhishek Bachchan Aishwarya Rai Bachchan Supriya Pathak Tanisha Mukherjee Ravi Kale Sarkar Raj
1401,1401,1401,Mere Baap Pehle Aap,Priyadarshan,"Akshaye Khanna, Paresh Rawal, Genelia D'Souza, Arzoo Govitrikar, Om Puri, Rajpal Yadav",Comedy,Priyadarshan Comedy Akshaye Khanna Paresh Rawal Genelia DSouza Arzoo Govitrikar Om Puri Rajpal Yadav Mere Baap Pehle Aap
1402,1402,1402,Summer 2007,Suhail Tatari,"Sikandar Kher, Gul Panag, Neetu Chandra, Susan Brar, Uvika Choudhary"," Crime,Drama,Thriller",Suhail Tatari  CrimeDramaThriller Sikandar Kher Gul Panag Neetu Chandra Susan Brar Uvika Choudhary Summer 2007
1403,1403,1403,De Taali,E. Nivas,"Riteish Deshmukh, Aftab Shivdasani, Ayesha Takia, Rimi Sen, Neha Dhupia","Comedy, Romance",E Nivas Comedy Romance Riteish Deshmukh Aftab Shivdasani Ayesha Takia Rimi Sen Neha Dhupia De Taali
1404,1404,1404,Haal-e-Dil,Anil Devgan,"Amita Pathak, Nakuul Mehta, Adhyayan Suman","Drama, Romance",Anil Devgan Drama Romance Amita Pathak Nakuul Mehta Adhyayan Suman HaaleDil
1405,1405,1405,Thoda Pyaar Thoda Magic,Kunal Kohli,"Saif Ali Khan, Rani Mukherji, Amisha Patel, Rishi Kapoor","Drama, Romance, Fantasy",Kunal Kohli Drama Romance Fantasy Saif Ali Khan Rani Mukherji Amisha Patel Rishi Kapoor Thoda Pyaar Thoda Magic
1406,1406,1406,Thodi Life Thoda Magic,Vinayak Rajesh,"Jackie Shroff, Parmeet Sethi, Paresh Rawal, Arbaaz Khan",Drama,Vinayak Rajesh Drama Jackie Shroff Parmeet Sethi Paresh Rawal Arbaaz Khan Thodi Life Thoda Magic
1407,1407,1407,Via Darjeeling,Arindam Nandy,"Kay Kay Menon, Sonali Kulkarni, Vinay Pathak, Sandhya Mridul, Rajat Kapoor","Drama, Mystery, Thriller",Arindam Nandy Drama Mystery Thriller Kay Kay Menon Sonali Kulkarni Vinay Pathak Sandhya Mridul Rajat Kapoor Via Darjeeling
1408,1408,1408,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Phadnis, Ayaz Khan, Paresh Rawal",Romance,Abbas Tyrewala Romance Imran Khan Genelia DSouza Manjari Phadnis Ayaz Khan Paresh Rawal Jaane Tu Ya Jaane Na
1409,1409,1409,Love Story 2050,Harry Baweja,"Priyanka Chopra, Harman Baweja, Boman Irani","Drama, Musical, Romance",Harry Baweja Drama Musical Romance Priyanka Chopra Harman Baweja Boman Irani Love Story 2050
1410,1410,1410,Mehbooba,Afzal Khan,"Manisha Koirala, Ajay Devgn, Sanjay Dutt",Romance,Afzal Khan Romance Manisha Koirala Ajay Devgn Sanjay Dutt Mehbooba
1411,1411,1411,Kismat Konnection,Aziz Mirza,"Shahid Kapoor, Vidya Balan, Juhi Chawla, Boman Irani, Om Puri","Comedy, Drama, Romance",Aziz Mirza Comedy Drama Romance Shahid Kapoor Vidya Balan Juhi Chawla Boman Irani Om Puri Kismat Konnection
1412,1412,1412,Contract,Ram Gopal Varma,"Adhvik Mahajan, Sakshi Gulati, Kishor Kadam, Sumeet Nijhawan","Thriler, Spy",Ram Gopal Varma Thriler Spy Adhvik Mahajan Sakshi Gulati Kishor Kadam Sumeet Nijhawan Contract
1413,1413,1413,Mission Istaanbul,Apoorva Lakhia,"Vivek Oberoi, Shriya Saran, Sunil Shetty, Zayed Khan",Adventure,Apoorva Lakhia Adventure Vivek Oberoi Shriya Saran Sunil Shetty Zayed Khan Mission Istaanbul
1414,1414,1414,Money Hai Toh Honey Hai,Ganesh Acharya,"Govinda, Aftab Shivdasani, Upen Patel, Manoj Bajpai, Hansika Motwani, Celina Jaitly, Kim Sharma, Priyanka Sharma","Comedy, Drama, Romance",Ganesh Acharya Comedy Drama Romance Govinda Aftab Shivdasani Upen Patel Manoj Bajpai Hansika Motwani Celina Jaitly Kim Sharma Priyanka Sharma Money Hai Toh Honey Hai
1415,1415,1415,Ugly Aur Pagli,Sachin Khot,"Ranvir Shorey, Mallika Sherawat",Comedy,Sachin Khot Comedy Ranvir Shorey Mallika Sherawat Ugly Aur Pagli
1416,1416,1416,Good Luck!,"Karan Sharma, Joginder Sharma","Aryeman, Sayali Bhagat, Ranvir Shorey, Lucky Ali, Archana Puran Singh, Mushtaq Khan, Nazneen Patel",comedy,Karan Sharma Joginder Sharma comedy Aryeman Sayali Bhagat Ranvir Shorey Lucky Ali Archana Puran Singh Mushtaq Khan Nazneen Patel Good Luck
1417,1417,1417,Singh Is Kinng,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Om Puri, Neha Dhupia, Javed Jaffrey, Kiron Kher, Ranvir Shorey","action, Comedy, Crime, Romance",Anees Bazmee action Comedy Crime Romance Akshay Kumar Katrina Kaif Om Puri Neha Dhupia Javed Jaffrey Kiron Kher Ranvir Shorey Singh Is Kinng
1418,1418,1418,Bachna Ae Haseeno,Siddharth Anand,"Ranbir Kapoor, Bipasha Basu, Minissha Lamba, Deepika Padukone, Kunal Kapoor","Comedy, Drama, Romance",Siddharth Anand Comedy Drama Romance Ranbir Kapoor Bipasha Basu Minissha Lamba Deepika Padukone Kunal Kapoor Bachna Ae Haseeno
1419,1419,1419,God Tussi Great Ho,Rumi Jaffery,"Sohail Khan, Salman Khan, Priyanka Chopra, Amitabh Bachchan","Comedy, Romance",Rumi Jaffery Comedy Romance Sohail Khan Salman Khan Priyanka Chopra Amitabh Bachchan God Tussi Great Ho
1420,1420,1420,Phoonk,Ram Gopal Varma,"Amruta Khanvilkar, Ahsaas Channa, Kenny Desai, Ashwini Kalsekar",Horror,Ram Gopal Varma Horror Amruta Khanvilkar Ahsaas Channa Kenny Desai Ashwini Kalsekar Phoonk
1421,1421,1421,Mumbai Meri Jaan,Nishikanth Kamath,"Kay Kay Menon, Soha Ali Khan, Paresh Rawal, R. Madhavan",Drama,Nishikanth Kamath Drama Kay Kay Menon Soha Ali Khan Paresh Rawal R Madhavan Mumbai Meri Jaan
1422,1422,1422,Maan Gaye Mughal-e-Azam,Sanjay Chhel,"Rahul Bose, Mallika Sherawat",Comedy,Sanjay Chhel Comedy Rahul Bose Mallika Sherawat Maan Gaye MughaleAzam
1423,1423,1423,Rock On!!,Abhishek Kapoor,"Arjun Rampal, Farhan Akhtar, Prachi Desai, Luke Kenny, Purab Kohli, Koel Purie, Shahana Goswami, Nicolette Bird","Drama, Romance, Musical",Abhishek Kapoor Drama Romance Musical Arjun Rampal Farhan Akhtar Prachi Desai Luke Kenny Purab Kohli Koel Purie Shahana Goswami Nicolette Bird Rock On
1424,1424,1424,C Kkompany,Sachin Yardi,"Tusshar Kapoor, Raima Sen, Rajpal Yadav, Anupam Kher,",Comedy,Sachin Yardi Comedy Tusshar Kapoor Raima Sen Rajpal Yadav Anupam Kher C Kkompany
1425,1425,1425,Chamku,Kabeer Kaushik,"Priyanka Chopra, Bobby Deol, Danny Denzongpa, Irrfan Khan, Riteish Deshmukh, Rajpal Yadav","Musical, Romance, Thriller",Kabeer Kaushik Musical Romance Thriller Priyanka Chopra Bobby Deol Danny Denzongpa Irrfan Khan Riteish Deshmukh Rajpal Yadav Chamku
1426,1426,1426,Mukhbiir,Mani Shankar,"Jackie Shroff, Om Puri, Sunil Shetty, Rahul Dev, Sameer Dattani, Raima Sen, Sushant Singh",Thriller,Mani Shankar Thriller Jackie Shroff Om Puri Sunil Shetty Rahul Dev Sameer Dattani Raima Sen Sushant Singh Mukhbiir
1427,1427,1427,A Wednesday!,Neeraj Pandey,"Naseeruddin Shah, Anupam Kher, Jimmy Sheirgill","Drama, Thriller",Neeraj Pandey Drama Thriller Naseeruddin Shah Anupam Kher Jimmy Sheirgill A Wednesday
1428,1428,1428,Tahaan,Santosh Sivan,"Rahul Bose, Sarika, Rahul Khanna, Anupam Kher","Adventure, Drama",Santosh Sivan Adventure Drama Rahul Bose Sarika Rahul Khanna Anupam Kher Tahaan
1429,1429,1429,1920,Vikram Bhatt,"Rajneesh Duggal, Adah Sharma","Horror, Mystery, Romance, Thriller",Vikram Bhatt Horror Mystery Romance Thriller Rajneesh Duggal Adah Sharma 1920
1430,1430,1430,The Last Lear,Rituparno Ghosh,"Amitabh Bachchan, Preity Zinta, Arjun Rampal, Divya Dutta, Shefali Shah, Jisshu Sengupta","Biography, Drama",Rituparno Ghosh Biography Drama Amitabh Bachchan Preity Zinta Arjun Rampal Divya Dutta Shefali Shah Jisshu Sengupta The Last Lear
1431,1431,1431,Welcome to Sajjanpur,Shyam Benegal,"Shreyas Talpade, Amrita Rao","Comedy, Drama",Shyam Benegal Comedy Drama Shreyas Talpade Amrita Rao Welcome to Sajjanpur
1432,1432,1432,Saas Bahu Aur Sensex,Shona Urvashi,"Tanushree Dutta, Ankur Khanna, Kiron Kher, Farooq Sheikh",Comedy,Shona Urvashi Comedy Tanushree Dutta Ankur Khanna Kiron Kher Farooq Sheikh Saas Bahu Aur Sensex
1433,1433,1433,Hari Puttar: A Comedy of Terrors,"Lucky Kohli, Rajesh Bajaj","Sarika, Zain Khan, Sweeny Khara, Saurabh Shukla, Vijay Raaz, Jackie Shroff, Lilette Dubey",Comedy,Lucky Kohli Rajesh Bajaj Comedy Sarika Zain Khan Sweeny Khara Saurabh Shukla Vijay Raaz Jackie Shroff Lilette Dubey Hari Puttar A Comedy of Terrors
1434,1434,1434,Kidnap,Sanjay Gadhvi,"Sanjay Dutt, Imran Khan, Minissha Lamba, Vidya Malvade, Rahul Dev","Crime, Thriller",Sanjay Gadhvi Crime Thriller Sanjay Dutt Imran Khan Minissha Lamba Vidya Malvade Rahul Dev Kidnap
1435,1435,1435,Drona,Goldie Behl,"Abhishek Bachchan, Priyanka Chopra, Kay Kay Menon, Jaya Bachchan","Superhero, action, Adventure, Fantasy",Goldie Behl Superhero action Adventure Fantasy Abhishek Bachchan Priyanka Chopra Kay Kay Menon Jaya Bachchan Drona
1436,1436,1436,Hello,Atul Agnihotri,"Sohail Khan, Sharman Joshi, Amrita Arora, Gul Panag, Isha Koppikar","Drama, Romance",Atul Agnihotri Drama Romance Sohail Khan Sharman Joshi Amrita Arora Gul Panag Isha Koppikar Hello
1437,1437,1437,Karzzzz,Satish Kaushik,"Himesh Reshammiya, Benjamin Schoefer, Urmila Matondkar, Dino Morea, Gulshan Grover","action, Romance",Satish Kaushik action Romance Himesh Reshammiya Benjamin Schoefer Urmila Matondkar Dino Morea Gulshan Grover Karzzzz
1438,1438,1438,Heroes,Samir Karnik,"Salman Khan, Preity Zinta, Mithun Chakraborty, Bobby Deol, Sunny Deol, Sohail Khan, Vatsal Sheth, Amrita Arora, Dino Morea, Riya Sen",Drama,Samir Karnik Drama Salman Khan Preity Zinta Mithun Chakraborty Bobby Deol Sunny Deol Sohail Khan Vatsal Sheth Amrita Arora Dino Morea Riya Sen Heroes
1439,1439,1439,Roadside Romeo,Jugal Hansraj,"Saif Ali Khan, Kareena Kapoor, Javed Jaffrey","Animation, Family, Romance",Jugal Hansraj Animation Family Romance Saif Ali Khan Kareena Kapoor Javed Jaffrey Roadside Romeo
1440,1440,1440,Golmaal Returns,Rohit Shetty,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Amrita Arora, Shreyas Talpade, Celina Jaitly, Tusshar Kapoor, Anjana Sukhani",Comedy,Rohit Shetty Comedy Ajay Devgn Kareena Kapoor Arshad Warsi Amrita Arora Shreyas Talpade Celina Jaitly Tusshar Kapoor Anjana Sukhani Golmaal Returns
1441,1441,1441,Fashion,Madhur Bhandarkar,"Priyanka Chopra, Kangana Ranaut, Arbaaz Khan, Mugdha Godse, Arjan Bajwa, Samir Soni","Drama, Romance",Madhur Bhandarkar Drama Romance Priyanka Chopra Kangana Ranaut Arbaaz Khan Mugdha Godse Arjan Bajwa Samir Soni Fashion
1442,1442,1442,EMI - Liya Hai Toh Chukana Parega,Saurabh Kabra,"Sanjay Dutt, Arjun Rampal, Urmila Matondkar, Malaika Arora, Aashish Chaudhary, Neha Oberoi, Manoj Joshi","Comedy, Social",Saurabh Kabra Comedy Social Sanjay Dutt Arjun Rampal Urmila Matondkar Malaika Arora Aashish Chaudhary Neha Oberoi Manoj Joshi EMI  Liya Hai Toh Chukana Parega
1443,1443,1443,Ek Vivaah... Aisa Bhi,Kaushik Ghatak,"Sonu Sood, Ishaa Koppikar, Alok Nath",Drama,Kaushik Ghatak Drama Sonu Sood Ishaa Koppikar Alok Nath Ek Vivaah Aisa Bhi
1444,1444,1444,Dasvidaniya,Shashant Shah,"Vinay Pathak, Neha Dhupia, Rajat Kapoor, Ranvir Shorey","Comedy, Drama, Musical, Romance",Shashant Shah Comedy Drama Musical Romance Vinay Pathak Neha Dhupia Rajat Kapoor Ranvir Shorey Dasvidaniya
1445,1445,1445,Dostana,Tarun Mansukhani,"Abhishek Bachchan, John Abraham, Priyanka Chopra, Bobby Deol",Comedy,Tarun Mansukhani Comedy Abhishek Bachchan John Abraham Priyanka Chopra Bobby Deol Dostana
1446,1446,1446,Deshdrohi,Jagdish A. Sharma,"Kamaal Rashid Khan, Krishna Abhishek, Hrishitaa Bhatt, Gracy Singh, Zulfi Syed",Politics,Jagdish A Sharma Politics Kamaal Rashid Khan Krishna Abhishek Hrishitaa Bhatt Gracy Singh Zulfi Syed Deshdrohi
1447,1447,1447,Yuvvraaj,Subhash Ghai,"Anil Kapoor, Salman Khan, Zayed Khan, Katrina Kaif, Boman Irani, Mithun Chakraborty","Musical, Drama, Romance, Family",Subhash Ghai Musical Drama Romance Family Anil Kapoor Salman Khan Zayed Khan Katrina Kaif Boman Irani Mithun Chakraborty Yuvvraaj
1448,1448,1448,Gumnaam – The Mystery,Neeraj Pathak,"Mahima Chaudhry, Dino Morea","Thriller, Mystery",Neeraj Pathak Thriller Mystery Mahima Chaudhry Dino Morea Gumnaam – The Mystery
1449,1449,1449,Oye Lucky! Lucky Oye!,Dibakar Banerjee,"Abhay Deol, Neetu Chandra, Paresh Rawal, Manu Rishi, Richa Chadda, Archana Puran Singh","Comedy, Drama",Dibakar Banerjee Comedy Drama Abhay Deol Neetu Chandra Paresh Rawal Manu Rishi Richa Chadda Archana Puran Singh Oye Lucky Lucky Oye
1450,1450,1450,Sorry Bhai!,Onir,"Shabana Azmi, Boman Irani, Sanjay Suri, Sharman Joshi, Chitrangada Singh",Romance,Onir Romance Shabana Azmi Boman Irani Sanjay Suri Sharman Joshi Chitrangada Singh Sorry Bhai
1451,1451,1451,Maharathi,Shivam Nair,"Paresh Rawal, Neha Dhupia, Boman Irani",Thriller,Shivam Nair Thriller Paresh Rawal Neha Dhupia Boman Irani Maharathi
1452,1452,1452,Dil Kabaddi,Anil Sharma (Senior),"Konkona Sen Sharma, Soha Ali Khan, Irrfan Khan, Rahul Khanna, Rahul Bose,","Comedy, Romance",Anil Sharma Senior Comedy Romance Konkona Sen Sharma Soha Ali Khan Irrfan Khan Rahul Khanna Rahul Bose Dil Kabaddi
1453,1453,1453,Meerabai Not Out,Chandrakant Kulkarni,"Mahesh Manjrekar, Mandira Bedi, Eijaz Khan, Anupam Kher",Drama,Chandrakant Kulkarni Drama Mahesh Manjrekar Mandira Bedi Eijaz Khan Anupam Kher Meerabai Not Out
1454,1454,1454,"Oh, My God",Sourabh Shrivastava,"Vinay Pathak, Saurabh Shukla, Divya Dutta, Gaurav Gera, Harsh Chhaya",Comedy,Sourabh Shrivastava Comedy Vinay Pathak Saurabh Shukla Divya Dutta Gaurav Gera Harsh Chhaya Oh My God
1455,1455,1455,Rab Ne Bana Di Jodi,Aditya Chopra,"Shah Rukh Khan, Anushka Sharma",Romance,Aditya Chopra Romance Shah Rukh Khan Anushka Sharma Rab Ne Bana Di Jodi
1456,1456,1456,Wafaa,Rakesh Sawant,"Rajesh Khanna, Laila Khan, Shahib Chopra, Diya Hayat, Tinnu Anand, Sudesh Berry","Romance, Drama, Romance",Rakesh Sawant Romance Drama Romance Rajesh Khanna Laila Khan Shahib Chopra Diya Hayat Tinnu Anand Sudesh Berry Wafaa
1457,1457,1457,Ghajini,A. R. Murugadoss,"Aamir Khan, Asin, Jiah Khan, Pradeep Rawat","action, Drama, Mystery, Romance, Thriller",A R Murugadoss action Drama Mystery Romance Thriller Aamir Khan Asin Jiah Khan Pradeep Rawat Ghajini
1458,1458,1458,Jumbo,Kompin Kemgumnird,"Akshay Kumar, Lara Dutta, Dimple Kapadia, Rajpal Yadav, Gulshan Grover",Animation,Kompin Kemgumnird Animation Akshay Kumar Lara Dutta Dimple Kapadia Rajpal Yadav Gulshan Grover Jumbo
1459,1459,1459,Do Knot Disturb,David Dhawan,"Govinda, Riteish Deshmukh, Lara Dutta, Sushmita Sen, Sohail Khan, Ranvir Shorey, Rajpal Yadav","Comedy, romance",David Dhawan Comedy romance Govinda Riteish Deshmukh Lara Dutta Sushmita Sen Sohail Khan Ranvir Shorey Rajpal Yadav Do Knot Disturb
1460,1460,1460,Wake Up Sid,Ayan Mukerji,"Ranbir Kapoor, Konkona Sen Sharma, Rahul Khanna, Anupam Kher",Romantic comedy,Ayan Mukerji Romantic comedy Ranbir Kapoor Konkona Sen Sharma Rahul Khanna Anupam Kher Wake Up Sid
1461,1461,1461,Acid Factory,Suparn Verma,"Dia Mirza, Fardeen Khan, Irrfan Khan, Manoj Bajpai, Dino Morea, Aftab Shivdasani, Danny Denzongpa, Gulshan Grover",Action,Suparn Verma Action Dia Mirza Fardeen Khan Irrfan Khan Manoj Bajpai Dino Morea Aftab Shivdasani Danny Denzongpa Gulshan Grover Acid Factory
1462,1462,1462,All the Best: Fun Begins,Rohit Shetty,"Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu, Mugdha Godse",Comedy,Rohit Shetty Comedy Sanjay Dutt Ajay Devgn Fardeen Khan Bipasha Basu Mugdha Godse All the Best Fun Begins
1463,1463,1463,Blue,Anthony D'souza,"Akshay Kumar, Sanjay Dutt, Lara Dutta, Zayed Khan, Katrina Kaif, Rahul Dev",Action,Anthony Dsouza Action Akshay Kumar Sanjay Dutt Lara Dutta Zayed Khan Katrina Kaif Rahul Dev Blue
1464,1464,1464,Main Aurr Mrs Khanna,Prem Soni,"Salman Khan, Kareena Kapoor, Sohail Khan, Deepika Padukone, Dino Morea, Preity Zinta, Nauheed Cyrusi, Yash Tonk, Bappi Lahiri","Drama, romance",Prem Soni Drama romance Salman Khan Kareena Kapoor Sohail Khan Deepika Padukone Dino Morea Preity Zinta Nauheed Cyrusi Yash Tonk Bappi Lahiri Main Aurr Mrs Khanna
1465,1465,1465,Fruit and Nut,Kunal Vijaykar,"Boman Irani, Cyrus Broacha, Mahesh Manjrekar, Dia Mirza",Comedy,Kunal Vijaykar Comedy Boman Irani Cyrus Broacha Mahesh Manjrekar Dia Mirza Fruit and Nut
1466,1466,1466,Love Ka Tadka,A F Inam & Rajan Wagdhare,"Nauheed Cyrusi, Sameer Dattani",Romantic comedy,A F Inam  Rajan Wagdhare Romantic comedy Nauheed Cyrusi Sameer Dattani Love Ka Tadka
1467,1467,1467,London Dreams,Vipul Shah,"Salman Khan, Ajay Devgn, Asin Thottumkal, Om Puri","Musical, social, drama, romance",Vipul Shah Musical social drama romance Salman Khan Ajay Devgn Asin Thottumkal Om Puri London Dreams
1468,1468,1468,Aladin,Sujoy Ghosh,"Amitabh Bachchan, Sanjay Dutt, Jacqueline Fernandez, Riteish Deshmukh, Sahil Khan, Ratna Pathak Shah",Fantasy,Sujoy Ghosh Fantasy Amitabh Bachchan Sanjay Dutt Jacqueline Fernandez Riteish Deshmukh Sahil Khan Ratna Pathak Shah Aladin
1469,1469,1469,Ajab Prem Ki Ghazab Kahani,Rajkumar Santoshi,"Ranbir Kapoor, Katrina Kaif, Upen Patel","Comedy, romance",Rajkumar Santoshi Comedy romance Ranbir Kapoor Katrina Kaif Upen Patel Ajab Prem Ki Ghazab Kahani
1470,1470,1470,Jail,Madhur Bhandarkar,"Neil Nitin Mukesh, Mugdha Godse",Social,Madhur Bhandarkar Social Neil Nitin Mukesh Mugdha Godse Jail
1471,1471,1471,Tum Mile,Kunal Deshmukh,"Emraan Hashmi, Soha Ali Khan",Romance,Kunal Deshmukh Romance Emraan Hashmi Soha Ali Khan Tum Mile
1472,1472,1472,Aao Wish Karein,Glenn Baretto,"Aftab Shivdasani, Aamna Shariff, Johnny Lever, Ritesh Deshmukh",Fantasy,Glenn Baretto Fantasy Aftab Shivdasani Aamna Shariff Johnny Lever Ritesh Deshmukh Aao Wish Karein
1473,1473,1473,Kurbaan,Rensil D'Silva,"Saif Ali Khan, Kareena Kapoor, Vivek Oberoi, Dia Mirza, Om Puri, Kirron Kher, Nauheed Cyrusi","Thriller, romance",Rensil DSilva Thriller romance Saif Ali Khan Kareena Kapoor Vivek Oberoi Dia Mirza Om Puri Kirron Kher Nauheed Cyrusi Kurbaan
1474,1474,1474,Shaabash! You Can Do It,Shankar Mondal,"Hitesh Agrawal, Mansi Dovhal, Sudesh Berry, Nasir Khan","Comedy, thriller, social",Shankar Mondal Comedy thriller social Hitesh Agrawal Mansi Dovhal Sudesh Berry Nasir Khan Shaabash You Can Do It
1475,1475,1475,Marega Salaa,Devang Dholkia,"Jimmy Sheirgill, Kim Sharma, Hrishita Bhatt, Rahul Handa",Action,Devang Dholkia Action Jimmy Sheirgill Kim Sharma Hrishita Bhatt Rahul Handa Marega Salaa
1476,1476,1476,De Dana Dan,Priyadarshan,"Akshay Kumar, Katrina Kaif, Sunil Shetty, Paresh Rawal, Neha Dhupia, Sameera Reddy",Comedy,Priyadarshan Comedy Akshay Kumar Katrina Kaif Sunil Shetty Paresh Rawal Neha Dhupia Sameera Reddy De Dana Dan
1477,1477,1477,Radio,Ishaan Trivedi,"Himesh Reshammiya, Shenaz Treasurywala, Sonal Sehgal",Musical,Ishaan Trivedi Musical Himesh Reshammiya Shenaz Treasurywala Sonal Sehgal Radio
1478,1478,1478,Paa,R. Balki,"Amitabh Bachchan, Abhishek Bachchan, Vidya Balan, Paresh Rawal","Drama, family",R Balki Drama family Amitabh Bachchan Abhishek Bachchan Vidya Balan Paresh Rawal Paa
1479,1479,1479,Rocket Singh: Salesman of the Year,Shimit Amin,"Ranbir Kapoor, Shazahn Padamsee, Sharon Prabhakar",Comedy,Shimit Amin Comedy Ranbir Kapoor Shazahn Padamsee Sharon Prabhakar Rocket Singh Salesman of the Year
