,Unnamed: 0,index,Title,Director,Cast,Genre,comb
107,107,107,Ajooba,Shashi Kapoor,"Amitabh Bachchan, Rishi Kapoor, Dimple Kapadia, Sonam, Shammi Kapoor, Amrish Puri, Saeed Jaffrey, Dara Singh, Dalip Tahil, Sushma Seth, Tinnu Anand, Narendra Nath","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Action Adventure Comedy Fantasy Romance']",Shashi Kapoor Action Adventure Comedy Fantasy Romance Action Adventure Comedy Fantasy Romance Amitabh Bachchan Rishi Kapoor Dimple Kapadia Sonam Shammi Kapoor Amrish Puri Saeed Jaffrey Dara Singh Dalip Tahil Sushma Seth Tinnu Anand Narendra Nath Ajooba
108,108,108,Akayla,Ramesh Sippy,"Amitabh Bachchan, Jackie Shroff, Meenakshi Seshadri, Amrita Singh, Aditya Pancholi, Kanwaljit Singh, Keith Stevenson, Mahesh Anand, Shashi Kapoor, Helen","['Action', 'Drama', 'Thriller', 'Action Drama Thriller']",Ramesh Sippy Action Drama Thriller Action Drama Thriller Amitabh Bachchan Jackie Shroff Meenakshi Seshadri Amrita Singh Aditya Pancholi Kanwaljit Singh Keith Stevenson Mahesh Anand Shashi Kapoor Helen Akayla
109,109,109,Antarnaad,Shyam Benegal,"Girish Karnad, Kulbhushan Kharbanda, Shabana Azmi","['Drama', 'Drama']",Shyam Benegal Drama Drama Girish Karnad Kulbhushan Kharbanda Shabana Azmi Antarnaad
110,110,110,Ayee Milan Ki Raat,K. Pappu,"Rita Bhaduri, Aruna Irani, Kulbhushan Kharbanda, Avinash Wadhawan, Shaheen","['Romance', 'Romance']",K Pappu Romance Romance Rita Bhaduri Aruna Irani Kulbhushan Kharbanda Avinash Wadhawan Shaheen Ayee Milan Ki Raat
111,111,111,Baarish,Narendra Grewal,"Rahul Roy, Sheeba","['Romance', 'Romance']",Narendra Grewal Romance Romance Rahul Roy Sheeba Baarish
112,112,112,Badnaam Rishte,Keyan,"Pratap Chandra, Uma Maheshwari, Nalinikanth","['Action', 'Drama', 'Thriller', 'Action Drama Thriller']",Keyan Action Drama Thriller Action Drama Thriller Pratap Chandra Uma Maheshwari Nalinikanth Badnaam Rishte
113,113,113,Banjaran,Harmesh Malhotra,"Rishi Kapoor, Sridevi","['Drama', 'Romance', 'Drama Romance']",Harmesh Malhotra Drama Romance Drama Romance Rishi Kapoor Sridevi Banjaran
114,114,114,Benaam Badsha,K. Ravi Shankar,"Anil Kapoor, Juhi Chawla, Rohini Hattangadi","['Action', 'Crime', 'Drama', 'Action Crime Drama']",K Ravi Shankar Action Crime Drama Action Crime Drama Anil Kapoor Juhi Chawla Rohini Hattangadi Benaam Badsha
115,115,115,Bhabhi,Kishore Vyas,"Bhanupriya, Govinda, Juhi Chawla","['Drama', 'Drama']",Kishore Vyas Drama Drama Bhanupriya Govinda Juhi Chawla Bhabhi
116,116,116,Bhediyon Ka Samooh,M.K. Shankar,"P.L. Ahuja, Praful Ambekar, Brahmachari","['Action', 'Crime', 'Drama', 'Action Crime Drama']",MK Shankar Action Crime Drama Action Crime Drama PL Ahuja Praful Ambekar Brahmachari Bhediyon Ka Samooh
117,117,117,Dancer,Kishore Vyas,"Akshay Kumar, Krithi Singh, Mohnish Behl","['Drama', 'Music', 'Drama Music']",Kishore Vyas Drama Music Drama Music Akshay Kumar Krithi Singh Mohnish Behl Dancer
118,118,118,Maut Ki Sazaa,Devendra Khandelwal,"Ashok Kumar, Anita Raj, Alok Nath","['Crime', 'Crime']",Devendra Khandelwal Crime Crime Ashok Kumar Anita Raj Alok Nath Maut Ki Sazaa
119,119,119,Dharam Sankat,N.D. Kothari,"Vinod Khanna, Amrita Singh, Sahila Chaddha","['Action', 'Drama', 'Action Drama']",ND Kothari Action Drama Action Drama Vinod Khanna Amrita Singh Sahila Chaddha Dharam Sankat
120,120,120,Diksha,Arun Kaul,"Sulabha Arya, Vijay Kashyap, Nana Patekar","['Drama', 'Drama']",Arun Kaul Drama Drama Sulabha Arya Vijay Kashyap Nana Patekar Diksha
121,121,121,Dil Hai Ke Manta Nahin,Mahesh Bhatt,"Aamir Khan, Pooja Bhatt","['Adventure', 'Comedy', 'Drama', 'Musical', 'Romance', 'Adventure Comedy Drama Musical Romance']",Mahesh Bhatt Adventure Comedy Drama Musical Romance Adventure Comedy Drama Musical Romance Aamir Khan Pooja Bhatt Dil Hai Ke Manta Nahin
122,122,122,Do Matwale,Ajay Kashyap,"Sanjay Dutt, Sonam, Gulshan Grover","['Action', 'Action']",Ajay Kashyap Action Action Sanjay Dutt Sonam Gulshan Grover Do Matwale
123,123,123,Dushman Devta,Anil Ganguly,"Dharmendra, Dimple Kapadia, Gulshan Grover","['Action', 'Action']",Anil Ganguly Action Action Dharmendra Dimple Kapadia Gulshan Grover Dushman Devta
124,124,124,Ek Ghar,Girish Kasaravalli,"Chanda, Rohini Hattangadi, Deepti Naval","['Drama', 'Drama']",Girish Kasaravalli Drama Drama Chanda Rohini Hattangadi Deepti Naval Ek Ghar
125,125,125,Farishtay,Anil Sharma,"Dharmendra, Vinod Khanna, Jayapradha, Sri Devi, Rajnikant, Tom Alter","['Action', 'Comedy', 'Drama', 'Action Comedy Drama']",Anil Sharma Action Comedy Drama Action Comedy Drama Dharmendra Vinod Khanna Jayapradha Sri Devi Rajnikant Tom Alter Farishtay
126,126,126,Fateh,Talat Jani,"Shabana Azmi, Sanjay Dutt, Sonam","['Adventure', 'Biography', 'History', 'Romance', 'War', 'Adventure Biography History Romance War']",Talat Jani Adventure Biography History Romance War Adventure Biography History Romance War Shabana Azmi Sanjay Dutt Sonam Fateh
127,127,127,First Love Letter,Shiva,"Arvind Singh, Manisha Koirala, Gulshan Grover, Vivek Mushran","['Romance', 'Romance']",Shiva Romance Romance Arvind Singh Manisha Koirala Gulshan Grover Vivek Mushran First Love Letter
128,128,128,Ganga Jamuna Ki Lalkaar,Kanti Shah,"Shagufta Ali, Charan Dev, Goga Kapoor","['Action', 'Action']",Kanti Shah Action Action Shagufta Ali Charan Dev Goga Kapoor Ganga Jamuna Ki Lalkaar
129,129,129,Gunehgar Kaun,Ashok Gaikwad,"Raj Babbar, Mohsin Khan, Sujata Mehta","['Drama', 'Thriller', 'Drama Thriller']",Ashok Gaikwad Drama Thriller Drama Thriller Raj Babbar Mohsin Khan Sujata Mehta Gunehgar Kaun
130,130,130,Hafta Bandh,Deepak Balraj Vij,"Jackie Shroff, Ekta Sohini","['Action', 'Action']",Deepak Balraj Vij Action Action Jackie Shroff Ekta Sohini Hafta Bandh
131,131,131,Henna,Randhir Kapoor,"Rishi Kapoor, Zeba Bakhtiar, Ashwini Bhave, Saeed Jaffrey","['Drama', 'Romance', 'Musical', 'Drama Romance Musical']",Randhir Kapoor Drama Romance Musical Drama Romance Musical Rishi Kapoor Zeba Bakhtiar Ashwini Bhave Saeed Jaffrey Henna
132,132,132,House No. 13,Baby,"Salim Fateh, Leena Nair, Baby Vijaya","['Horror', 'Horror']",Baby Horror Horror Salim Fateh Leena Nair Baby Vijaya House No 13
133,133,133,Hum,Mukul S. Anand,"Amitabh Bachchan, Rajinikanth, Govinda, Shilpa Shirodkar, Kimi Katkar, Danny Denzongpa, Kader Khan, Anupam Kher","['Action', 'Comedy', 'Drama', 'Action Comedy Drama']",Mukul S Anand Action Comedy Drama Action Comedy Drama Amitabh Bachchan Rajinikanth Govinda Shilpa Shirodkar Kimi Katkar Danny Denzongpa Kader Khan Anupam Kher Hum
134,134,134,Indrajeet,K. V. Raju,"Amitabh Bachchan, Jayapradha, Kumar Gaurav, Neelam Kothari, Saeed Jaffery","['Action', 'Drama', 'Action Drama']",K V Raju Action Drama Action Drama Amitabh Bachchan Jayapradha Kumar Gaurav Neelam Kothari Saeed Jaffery Indrajeet
135,135,135,Inspector Dhanush,"Shyam, Tulsi","Vishnuvardhan, Sangeeta Bijlani, Suresh Oberoi","['Action', 'Drama', 'Action Drama']",Shyam Tulsi Action Drama Action Drama Vishnuvardhan Sangeeta Bijlani Suresh Oberoi Inspector Dhanush
136,136,136,Iraada,Indrajit Singh,"Shatrughan Sinha, Moon Moon Sen, Om Puri","['Drama', 'Drama']",Indrajit Singh Drama Drama Shatrughan Sinha Moon Moon Sen Om Puri Iraada
137,137,137,Izzat,Ashok Gaikwad,"Jackie Shroff, Sangeeta Bijlani, Gulshan Grover","['Drama', 'Romance', 'Drama Romance']",Ashok Gaikwad Drama Romance Drama Romance Jackie Shroff Sangeeta Bijlani Gulshan Grover Izzat
138,138,138,Jaan Ki Kasam,Sushil Malik,"Krishna, Saathi Ganguly, Suresh Oberoi","['Adventure', 'Adventure']",Sushil Malik Adventure Adventure Krishna Saathi Ganguly Suresh Oberoi Jaan Ki Kasam
139,139,139,Jaan Pechaan,Kamal Saigal,"Radha Asrani, Birbal, Sudha Chandran","['Comedy', 'Drama', 'Comedy Drama']",Kamal Saigal Comedy Drama Comedy Drama Radha Asrani Birbal Sudha Chandran Jaan Pechaan
140,140,140,Jeena Teri Gali Mein,Tinnu Anand,"Kavita Kapoor, Kunika, Amita Nangia","['Romance', 'Romance']",Tinnu Anand Romance Romance Kavita Kapoor Kunika Amita Nangia Jeena Teri Gali Mein
141,141,141,Jeene Ki Sazaa,Nazir Herekar,"Abhi Bhattacharya, Sudha Chandran, Anita Chopra","['Drama', 'Drama']",Nazir Herekar Drama Drama Abhi Bhattacharya Sudha Chandran Anita Chopra Jeene Ki Sazaa
142,142,142,Jeevan Daata,Swaroop Kumar,"Chunky Pandey, Aditya Pancholi, Kimi Katkar","['Action', 'Action']",Swaroop Kumar Action Action Chunky Pandey Aditya Pancholi Kimi Katkar Jeevan Daata
143,143,143,Jhooti Shaan,Ranjan Bose,"Mithun Chakraborty, Poonam Dhillon, Shabana Azmi","['Action', 'Drama', 'Action Drama']",Ranjan Bose Action Drama Action Drama Mithun Chakraborty Poonam Dhillon Shabana Azmi Jhooti Shaan
144,144,144,Jigarwala,Swaroop Kumar,"Urmila Bhatt, Shahid Bijnori, Biswajeet","['Action', 'Action']",Swaroop Kumar Action Action Urmila Bhatt Shahid Bijnori Biswajeet Jigarwala
145,145,145,Jungle Beauty,Dilip Gulati,"Joshina, Rajeev Kumar, Puneet Issar","['Action', 'Adventure', 'Action Adventure']",Dilip Gulati Action Adventure Action Adventure Joshina Rajeev Kumar Puneet Issar Jungle Beauty
146,146,146,Karz Chukana Hai,Vimal Kumar,"Govinda, Juhi Chawla, Raj Kiran","['Drama', 'Drama']",Vimal Kumar Drama Drama Govinda Juhi Chawla Raj Kiran Karz Chukana Hai
147,147,147,Kasba,Kumar Shahani,"Hansra, K. K. Raina, Manohar Singh","['Drama', 'Drama']",Kumar Shahani Drama Drama Hansra K K Raina Manohar Singh Kasba
148,148,148,Kaun Kare Kurbanie,Arjun Hingorani,"Dharmendra, Govinda, Anita Raj, Sonu Walia","['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Action Crime Drama Romance Thriller']",Arjun Hingorani Action Crime Drama Romance Thriller Action Crime Drama Romance Thriller Dharmendra Govinda Anita Raj Sonu Walia Kaun Kare Kurbanie
149,149,149,Khilaaf,Rajeev Nagpaul,"Chunky Pandey, Madhuri Dixit","['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Action Comedy Crime Drama Romance']",Rajeev Nagpaul Action Comedy Crime Drama Romance Action Comedy Crime Drama Romance Chunky Pandey Madhuri Dixit Khilaaf
150,150,150,Khoon Ka Karz,Mukul S. Anand,"Vinod Khanna, Dimple Kapadia, Rajnikanth, Sanjay Dutt, Kimi Katkar","['Action', 'Comedy', 'Romance', 'Action Comedy Romance']",Mukul S Anand Action Comedy Romance Action Comedy Romance Vinod Khanna Dimple Kapadia Rajnikanth Sanjay Dutt Kimi Katkar Khoon Ka Karz
151,151,151,Khooni Panja,Vinod Talwar,"Anil Dhawan, Jagdeep, Javed Khan","['Horror', 'Horror']",Vinod Talwar Horror Horror Anil Dhawan Jagdeep Javed Khan Khooni Panja
152,152,152,Kohraam,Kuku Kohli,"Sadashiv Amrapurkar, Dharmendra, Chunky Pandey, Sonam","['Action', 'Action']",Kuku Kohli Action Action Sadashiv Amrapurkar Dharmendra Chunky Pandey Sonam Kohraam
153,153,153,Kurbaan,Deepak Bahry,"Sunil Dutt, Salman Khan, Ayesha Jhulka","['Action', 'Crime', 'Drama', 'Thriller', 'Action Crime Drama Thriller']",Deepak Bahry Action Crime Drama Thriller Action Crime Drama Thriller Sunil Dutt Salman Khan Ayesha Jhulka Kurbaan
154,154,154,Lakshmanrekha,Sunil Sikand,"Vikas Anand, Suresh Bhagwat, Sangeeta Bijlani, Pran","['Drama', 'Drama']",Sunil Sikand Drama Drama Vikas Anand Suresh Bhagwat Sangeeta Bijlani Pran Lakshmanrekha
155,155,155,Lamhe,Yash Chopra,"Anil Kapoor, Sridevi, Waheeda Rehman, Anupam Kher","['Drama', 'Musical', 'Romance', 'Drama Musical Romance']",Yash Chopra Drama Musical Romance Drama Musical Romance Anil Kapoor Sridevi Waheeda Rehman Anupam Kher Lamhe
156,156,156,Love,Suresh Krissna,"Salman Khan, Revathi, Amjad Khan","['Drama', 'Romance', 'Drama Romance']",Suresh Krissna Drama Romance Drama Romance Salman Khan Revathi Amjad Khan Love
157,157,157,Maa,Ajay Kashyap,"Jeetendra, Jayapradha, Aruna Irani","['Drama', 'Drama']",Ajay Kashyap Drama Drama Jeetendra Jayapradha Aruna Irani Maa
158,158,158,Mast Kalandar,Rahul Rawail,"Dharmendra, Dimple Kapadia, Shammi Kapoor, Anupam Kher","['Action', 'Drama', 'Thriller', 'Action Drama Thriller']",Rahul Rawail Action Drama Thriller Action Drama Thriller Dharmendra Dimple Kapadia Shammi Kapoor Anupam Kher Mast Kalandar
159,159,159,Meet Mere Man Ke,Mehul Kumar,"Salma Agha, Prasenjit Chatterjee, Shafi Inamdar","['Action', 'Drama', 'Action Drama']",Mehul Kumar Action Drama Action Drama Salma Agha Prasenjit Chatterjee Shafi Inamdar Meet Mere Man Ke
160,160,160,Mehandi Ban Gai Khoon,R.S. Ghelan,"Birbal, Juhi Chawla, Jankidas","['Action', 'Action']",RS Ghelan Action Action Birbal Juhi Chawla Jankidas Mehandi Ban Gai Khoon
161,161,161,Naamcheen,Ajit Dewani,"Ektaa Bahl, Gulshan Grover, Suhas Joshi","['Crime', 'Drama', 'Crime Drama']",Ajit Dewani Crime Drama Crime Drama Ektaa Bahl Gulshan Grover Suhas Joshi Naamcheen
162,162,162,Naag Mani,V. Menon,"Sumeet Saigal, Shikha Swaroop, Alok Nath, Kiran Kumar","['Adventure', 'Fantasy', 'Adventure Fantasy']",V Menon Adventure Fantasy Adventure Fantasy Sumeet Saigal Shikha Swaroop Alok Nath Kiran Kumar Naag Mani
163,163,163,Nachnewala Gaanewale,Babbar Subhash,"Chandrashekhar, Raja Duggal, Saathi Ganguly, Kader Khan","['Drama', 'Musical', 'Drama Musical']",Babbar Subhash Drama Musical Drama Musical Chandrashekhar Raja Duggal Saathi Ganguly Kader Khan Nachnewala Gaanewale
164,164,164,Narsimha,N. Chandra,"Sunny Deol, Dimple Kapadia, Urmila Matondkar","['Action', 'Comedy', 'Crime', 'Drama', 'Action Comedy Crime Drama']",N Chandra Action Comedy Crime Drama Action Comedy Crime Drama Sunny Deol Dimple Kapadia Urmila Matondkar Narsimha
165,165,165,Nazar,Mani Kaul,"A.A. Baig, Asha Dandavate, Shekhar Kapur","['Horror', 'Thriller', 'Horror Thriller']",Mani Kaul Horror Thriller Horror Thriller AA Baig Asha Dandavate Shekhar Kapur Nazar
166,166,166,Numbri Aadmi,Swaroop Kumar,"Ishrat Ali, Rakesh Bedi, Master Bhagwan, Kimi Katkar, Sangeeta Bijlani, Sonu Walia, Mithun Chakraborty","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Swaroop Kumar Action Crime Drama Action Crime Drama Ishrat Ali Rakesh Bedi Master Bhagwan Kimi Katkar Sangeeta Bijlani Sonu Walia Mithun Chakraborty Numbri Aadmi
167,167,167,Paap Ki Aandhi,Mehul Kumar,"Dharmendra, Aditya Pancholi, Farah Naaz, Amrita Singh","['Action', 'Action']",Mehul Kumar Action Action Dharmendra Aditya Pancholi Farah Naaz Amrita Singh Paap Ki Aandhi
168,168,168,Patthar Ke Phool,Anant Balani,"Salman Khan, Raveena Tandon, Vinod Mehra","['Action', 'Drama', 'Romance', 'Action Drama Romance']",Anant Balani Action Drama Romance Action Drama Romance Salman Khan Raveena Tandon Vinod Mehra Patthar Ke Phool
169,169,169,Phool Aur Kaante,Sandesh Kohli,"Ajay Devgn, Madhoo, Aruna Irani, Jagdeep, Amrish Puri","['Action', 'Drama', 'Romance', 'Action Drama Romance']",Sandesh Kohli Action Drama Romance Action Drama Romance Ajay Devgn Madhoo Aruna Irani Jagdeep Amrish Puri Phool Aur Kaante
170,170,170,Phool Bane Angaray,K.C. Bokadia,"Rekha, Rajnikanth, Prem Chopra","['Action', 'Drama', 'Action Drama']",KC Bokadia Action Drama Action Drama Rekha Rajnikanth Prem Chopra Phool Bane Angaray
171,171,171,Pita,Govind Nihalani,"Vimal Bhagat, Satyadev Dubey, Irfan","['Action', 'Drama', 'Action Drama']",Govind Nihalani Action Drama Action Drama Vimal Bhagat Satyadev Dubey Irfan Pita
172,172,172,Prahaar: The Final Attack,Nana Patekar,"Nana Patekar, Madhuri Dixit, Dimple Kapadia","['Drama', 'Thriller', 'Action', 'Crime', 'Drama Thriller Action Crime']",Nana Patekar Drama Thriller Action Crime Drama Thriller Action Crime Nana Patekar Madhuri Dixit Dimple Kapadia Prahaar The Final Attack
173,173,173,Pratigyabadh,Ravi Chopra,"Beena Banerjee, Mithun Chakraborty, Sunil Dutt, Kumar Gaurav, Neelam Kothari","['Drama', 'Drama']",Ravi Chopra Drama Drama Beena Banerjee Mithun Chakraborty Sunil Dutt Kumar Gaurav Neelam Kothari Pratigyabadh
174,174,174,Pratikar,Rama Rao Tatineni,"Rakhee Gulzar, Anil Kapoor, Madhuri Dixit","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Rama Rao Tatineni Action Crime Drama Action Crime Drama Rakhee Gulzar Anil Kapoor Madhuri Dixit Pratikar
175,175,175,Prem Qaidi,K. Muralimohana Rao,"Karishma Kapoor, Harish Kumar, Shafi Inamdar, Paresh Rawal","['Action', 'Romance', 'Action Romance']",K Muralimohana Rao Action Romance Action Romance Karishma Kapoor Harish Kumar Shafi Inamdar Paresh Rawal Prem Qaidi
176,176,176,Pyaar Ka Saaya,Vinod Verma,"Amrita Singh, Rahul Roy, Sheeba Akashdeep","['Drama', 'Drama']",Vinod Verma Drama Drama Amrita Singh Rahul Roy Sheeba Akashdeep Pyaar Ka Saaya
177,177,177,Pyar Bhara Dil,Chandra Barot,"Rakesh Bedi, Dinesh Hingoo, Reema Lagoo","['Drama', 'Romance', 'Drama Romance']",Chandra Barot Drama Romance Drama Romance Rakesh Bedi Dinesh Hingoo Reema Lagoo Pyar Bhara Dil
178,178,178,Qurbani Rang Layegi,Raj N. Sippy,"Sanjay Dutt, Poonam Dhillon, Padmini Kolhapure","['Drama', 'Family', 'Drama Family']",Raj N Sippy Drama Family Drama Family Sanjay Dutt Poonam Dhillon Padmini Kolhapure Qurbani Rang Layegi
179,179,179,Ramgarh Ke Sholay,Ajit Dewani,"Kishore Anand Bhanushali, Dinesh Hingoo, Amjad Khan","['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Action Comedy Crime Drama Romance']",Ajit Dewani Action Comedy Crime Drama Romance Action Comedy Crime Drama Romance Kishore Anand Bhanushali Dinesh Hingoo Amjad Khan Ramgarh Ke Sholay
180,180,180,Ranbhoomi,Deepak Sareen,"Rishi Kapoor, Jeetendra, Dimple Kapadia, Shatrughan Sinha, Neelam Kothari","['Action', 'Drama', 'Action Drama']",Deepak Sareen Action Drama Action Drama Rishi Kapoor Jeetendra Dimple Kapadia Shatrughan Sinha Neelam Kothari Ranbhoomi
181,181,181,Roohani Taaqat,Mohan Bhakri,"Jagdeep, Javed Khan, Kiran Kumar","['Horror', 'Horror']",Mohan Bhakri Horror Horror Jagdeep Javed Khan Kiran Kumar Roohani Taaqat
182,182,182,Rukvamati's Mansion,Govind Nihalani,"Ila Arun, Uttara Baokar, Jyoti Subash Chandra","['Drama', 'Drama']",Govind Nihalani Drama Drama Ila Arun Uttara Baokar Jyoti Subash Chandra Rukvamatis Mansion
183,183,183,Rupaye Dus Karod,Sikander Bharti,"Rajesh Khanna, Chunky Pandey, Amrita Singh","['Action', 'Drama', 'Thriller', 'Action Drama Thriller']",Sikander Bharti Action Drama Thriller Action Drama Thriller Rajesh Khanna Chunky Pandey Amrita Singh Rupaye Dus Karod
184,184,184,Saajan,Lawerence D'Souza,"Sanjay Dutt, Salman Khan, Madhuri Dixit","['Drama', 'Musical', 'Romance', 'Drama Musical Romance']",Lawerence DSouza Drama Musical Romance Drama Musical Romance Sanjay Dutt Salman Khan Madhuri Dixit Saajan
185,185,185,Saathi,Mahesh Bhatt,"Aditya Pancholi, Mohsin Khan, Varsha Usgaonkar","['Action', 'Crime', 'Drama', 'Romance', 'Action Crime Drama Romance']",Mahesh Bhatt Action Crime Drama Romance Action Crime Drama Romance Aditya Pancholi Mohsin Khan Varsha Usgaonkar Saathi
186,186,186,Sadak,Mahesh Bhatt,"Sanjay Dutt, Pooja Bhatt, Deepak Tijori, Neelima Azeem","['Action', 'Drama', 'Romance', 'Thriller', 'Action Drama Romance Thriller']",Mahesh Bhatt Action Drama Romance Thriller Action Drama Romance Thriller Sanjay Dutt Pooja Bhatt Deepak Tijori Neelima Azeem Sadak
187,187,187,Sanam Bewafa,Saawan Kumar Tak,"Salman Khan, Chandni, Kanchan, Pran, Danny Denzongpa","['Drama', 'Romance', 'Drama Romance']",Saawan Kumar Tak Drama Romance Drama Romance Salman Khan Chandni Kanchan Pran Danny Denzongpa Sanam Bewafa
188,188,188,Sapnon Ka Mandir,Pradip Jain,"Jeetendra, Jayapradha","['Action', 'Crime', 'Drama', 'Family', 'Action Crime Drama Family']",Pradip Jain Action Crime Drama Family Action Crime Drama Family Jeetendra Jayapradha Sapnon Ka Mandir
189,189,189,Sau Crore,Dev Anand,"Dev Anand, Sonika Gill, Vikram Gokhale","['Mystery', 'Thriller', 'Mystery Thriller']",Dev Anand Mystery Thriller Mystery Thriller Dev Anand Sonika Gill Vikram Gokhale Sau Crore
190,190,190,Saudagar,Subhash Ghai,"Raaj Kumar, Dilip Kumar, Manisha Koirala, Amrish Puri","['Action', 'Drama', 'Romance', 'Action Drama Romance']",Subhash Ghai Action Drama Romance Action Drama Romance Raaj Kumar Dilip Kumar Manisha Koirala Amrish Puri Saudagar
191,191,191,Saugandh,Raj N. Sippy,"Akshay Kumar, Raakhee Gulzar, Rupali Ganguly","['Action', 'Drama', 'Romance', 'Action Drama Romance']",Raj N Sippy Action Drama Romance Action Drama Romance Akshay Kumar Raakhee Gulzar Rupali Ganguly Saugandh
192,192,192,Shankara,Sudarshan Nag,"Alpana, Sunny Deol, Sulabha Deshpande","['Action', 'Action']",Sudarshan Nag Action Action Alpana Sunny Deol Sulabha Deshpande Shankara
193,193,193,Shikari: The Hunter,Umesh Mehra,"Mithun Chakraborty, Naseeruddin Shah, Irina Kushnareva, Varsha Usgaonkar","['Action', 'Adventure', 'Action Adventure']",Umesh Mehra Action Adventure Action Adventure Mithun Chakraborty Naseeruddin Shah Irina Kushnareva Varsha Usgaonkar Shikari The Hunter
194,194,194,Shiv Ram,Jagdish A. Sharma,"Jeetendra, Aditya Pancholi, Sadashiv Amrapurkar","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Jagdish A Sharma Action Crime Drama Action Crime Drama Jeetendra Aditya Pancholi Sadashiv Amrapurkar Shiv Ram
195,195,195,Swarg Jaisaa Ghar,Swaroop Kumar,"Raj Babbar, Sumeet Saigal, Aashif Sheikh","['Drama', 'Family', 'Drama Family']",Swaroop Kumar Drama Family Drama Family Raj Babbar Sumeet Saigal Aashif Sheikh Swarg Jaisaa Ghar
196,196,196,Swarg Yahan Narak Yahan,Vimal Kumar,"Mithun Chakraborty, Shilpa Shirodkar, Sumalatha","['Action', 'Comedy', 'Crime', 'Drama', 'Action Comedy Crime Drama']",Vimal Kumar Action Comedy Crime Drama Action Comedy Crime Drama Mithun Chakraborty Shilpa Shirodkar Sumalatha Swarg Yahan Narak Yahan
197,197,197,Swayam,Mahesh Bhatt,"Waheeda Rehman, Paresh Rawal","['Drama', 'Drama']",Mahesh Bhatt Drama Drama Waheeda Rehman Paresh Rawal Swayam
198,198,198,The Magnificent Guardian,"Shyam Ramsay, Tulsi Ramsay","Shagufta Ali, Beena Banerjee, Hemant Birje","['Action', 'Adventure', 'Fantasy', 'Action Adventure Fantasy']",Shyam Ramsay Tulsi Ramsay Action Adventure Fantasy Action Adventure Fantasy Shagufta Ali Beena Banerjee Hemant Birje The Magnificent Guardian
199,199,199,Trinetra,Harry Baweja,"Mithun Chakraborty, Dharmendra, Deepa Sahi, Shilpa Shirodkar","['Action', 'Action']",Harry Baweja Action Action Mithun Chakraborty Dharmendra Deepa Sahi Shilpa Shirodkar Trinetra
